KIC,Prediction,Confidence_%,Period_days,Depth_ppm,Duration_hours,SDE,Rp_Rs_pred
STAR_0033,1,61.38681991160616,102.45633924265636,83.77469445283486,6.500000000000001,2.248097954857041,0.009152851711506904
STAR_0048,1,61.173352875390265,82.12075632937281,84.99051032101335,9.5,3.0681645892419214,0.009219029792825998
STAR_0038,1,61.089680099871124,60.273431145483066,157.20547072942335,8.5,11.33539489213191,0.01253816057998235
STAR_0060,1,60.937916689907176,153.630634847861,2405.065509247084,6.0,3.833324413652652,0.04904146724198904
STAR_0039,1,59.452329343959384,317.9565577261327,2551.80509344785,7.500000000000002,11.477518628516105,0.050515394618352236
STAR_0064,1,58.46493345956626,98.00614099926496,198.09627440472215,8.0,2.535157575565925,0.014074667825732945
STAR_0041,1,58.27410900958473,321.53461695257,1352.1647541410366,15.000000000000004,14.538882437796616,0.03677179291442065
STAR_0026,1,55.56134877901323,61.844696417034754,78.1955418216787,5.000000000000001,3.243932527948373,0.008842824312496472
STAR_0047,1,55.24381196814802,108.91301971386902,521.7994021630215,9.000000000000002,3.527552248224947,0.022842928931356886
STAR_0085,1,55.03041752362757,262.1044512728959,159.38407069540574,9.5,6.795983417960387,0.012624740420911858
STAR_0014,1,53.6764968611568,334.8304731640053,3717.107304040819,7.0,11.36577631490708,0.060968084306797926
STAR_0046,1,53.25138011310659,180.8435910752148,664.6056319007926,9.5,11.710246497003244,0.025779946312992828
STAR_0036,1,52.29641492710735,168.44304149802738,483.5394515300795,6.0,2.289699249569117,0.02198953049817298
STAR_0001,1,52.23067583264264,105.69941579378316,189.6906852935965,8.5,2.872623725094348,0.013772824158232635
STAR_0054,1,51.63389836880303,102.89263662557607,202.65637344555492,8.5,2.4498379479901264,0.014235742813269526
STAR_0027,1,51.43895176188331,60.28522281505322,135.591721802515,11.500000000000002,2.3453020807282527,0.011644385849091183
STAR_0018,1,50.514951571315635,92.76616898507272,179.92246625245969,8.0,2.2265569751597187,0.013413518041604882
STAR_0011,1,50.124078595132616,112.0327665793912,551.9896654319855,9.5,3.149516186932587,0.023494460313699173
STAR_0081,0,49.851081182444105,167.89472013342726,524.9623179963779,6.500000000000001,2.17504698991784,0.02291205617129065
STAR_0003,0,49.420885956979205,116.84816991563896,603.3430066935383,9.5,1.8659224959534324,0.024563041478887306
STAR_0008,0,47.98869252926182,110.5371631461316,1619.837863060443,12.0,6.046645101844288,0.040247209382272
STAR_0025,0,47.56116233141668,137.19140025968997,330.5714551985192,9.000000000000002,1.9825870943013573,0.018181624107832587
STAR_0009,0,47.54904522698351,102.89263662557607,303.7319210551906,10.000000000000002,1.9231437935478704,0.017427906387606933
STAR_0035,0,47.071267707122395,166.98916678043014,389.4087564643631,13.000000000000002,1.7981914634563936,0.019733442590292326
STAR_0065,0,46.07712008769457,164.39805262575797,366.0955330467773,5.5,2.4920745648768827,0.019133623102977053
STAR_0010,0,46.07227293247636,154.3417193596008,592.774427288551,7.0,2.87081992064804,0.024346959302725076
STAR_0002,0,45.60499756967381,116.64871684370102,319.9781745903708,8.0,3.339726411972228,0.017887933770851534
STAR_0043,0,45.58702362938351,82.11664546128634,211.5373613230095,7.500000000000002,4.585208161251878,0.014544324024271789
STAR_0082,0,45.07503148539667,107.3205503417446,126.41184323388272,5.5,3.085415081300773,0.011243302149897187
STAR_0062,0,44.42120858963482,105.538464311236,32128.962461419644,7.500000000000002,0.191331544495537,0.17924553679637226
STAR_0050,0,44.133791741252466,108.19025377624608,466.49883922125866,7.0,1.8902953157165063,0.021598584194832276
STAR_0056,0,41.845766848315236,71.83113896539203,253.4041879628988,8.5,1.535994106702094,0.015918674189859493
STAR_0080,0,41.63864831253387,158.8718477098133,336.06204201542425,6.0,1.981447168415449,0.01833199503642264
STAR_0072,0,39.810057794569495,278.1229794923771,982.5548919909464,5.5,9.10771089319442,0.031345731639107526
STAR_0022,0,39.77750169876714,164.4073988216665,534.9098446923717,7.500000000000002,1.3908654345656972,0.023128118053407885
STAR_0037,0,38.92934654222256,116.03868038389425,252.7344392987168,7.0,3.2932084720339048,0.01589762369974572
STAR_0068,0,38.87542309347534,114.85009497796656,289.5647864964304,11.500000000000002,4.4079119972384415,0.01701660325965292
STAR_0058,0,38.30471177391604,62.008005684025065,46.40257466963912,13.000000000000002,2.000132166283548,0.006811943531007808
STAR_0049,0,38.253844862735605,167.84966459433608,461.9250745548818,8.5,4.472878692947731,0.021492442265942737
STAR_0040,0,37.666437124991155,92.77018615495636,332.7940316647129,5.5,2.424276613327916,0.01824264322034263
STAR_0019,0,37.05674476053106,90.57150005961384,309.9226151782511,11.500000000000002,2.699545583010878,0.017604619143232015
STAR_0015,0,36.59644803212866,113.53155425069087,511.7108416751664,7.500000000000002,1.5451195074686417,0.022621026538934223
STAR_0023,0,36.508947884599124,333.3735184722602,475.3564284509208,7.0,11.685393766883298,0.02180267021378163
STAR_0077,0,35.43514864769737,60.82825019008467,236.4996687372972,9.000000000000002,1.0154995907011095,0.015378545728946454
STAR_0012,0,35.01863618523047,76.29222429892766,335.6685076009348,9.000000000000002,6.470097736112081,0.018321258352005595
STAR_0078,0,33.89647167899042,170.31277608337507,1019.7290001718244,8.5,1.950031587033724,0.03193319589661869
STAR_0057,0,32.06311735995287,131.19875493949098,652.7810075112917,7.0,4.374770050977383,0.025549579399890162
STAR_0006,0,31.642639643904058,92.59749775934888,201.02394067387115,14.0,3.079485527997164,0.014178291176085754
STAR_0055,0,29.828621990604425,110.74667669632136,409.6417777595011,7.500000000000002,0.5373487239459656,0.020239609130600845
STAR_0017,0,29.713478362356703,112.98073048567692,525.7507707156515,7.0,1.2279420490870374,0.022929255781984105
STAR_0069,0,28.47117097240034,113.56802803658388,943.6947839702292,5.000000000000001,0.5556759478767469,0.030719615622110723
STAR_0000,0,27.656222386529283,165.4370620817199,1211.744119128518,6.500000000000001,2.079306134994003,0.034810115184074265
STAR_0016,0,24.822407249231993,169.29919179981587,895.3239844391719,8.0,5.608487450747369,0.029921964916080828
STAR_0007,0,24.3786316006843,167.8928137256939,1111.5879088377442,6.0,3.054910739756536,0.033340484532138163
STAR_0029,0,22.734382172229758,112.24883211936178,974.6025722066406,8.0,5.997549135170388,0.031218625405463333
STAR_0074,0,22.48286345185423,91.14215432222626,334.3261021717781,9.5,0.4517106032315235,0.018284586464335967
STAR_0024,0,20.860893369841516,167.8000316885295,887.3595450031117,9.000000000000002,5.315742205084253,0.02978858078195589
